Date,Open,High,Low,Close,Volume
2018-01-02 00:00:00-05:00,39.85008389872191,40.3512542876815,39.63930910102925,40.34188461303711,102223600
2018-01-03 00:00:00-05:00,40.40512384715967,40.87819243452449,40.27163633682215,40.33486557006836,118071600
2018-01-04 00:00:00-05:00,40.40746530419806,40.62526561027816,40.299739040812426,40.522220611572266,89738400
2018-01-05 00:00:00-05:00,40.61823519787352,41.070223754905165,40.526900518948345,40.98357391357422,94640000
2018-01-08 00:00:00-05:00,40.83135986328125,41.12644037566064,40.73299611900326,40.83135986328125,82271200
2018-01-09 00:00:00-05:00,40.8781826422092,40.997619183214475,40.61120411200408,40.82666015625,86336000
2018-01-10 00:00:00-05:00,40.55266829963054,40.81964690977428,40.51519673980712,40.81730270385742,95839600
2018-01-11 00:00:00-05:00,40.887559405570876,41.09833424132138,40.864142361699365,41.04915237426758,74670800
2018-01-12 00:00:00-05:00,41.25991087346616,41.536259064148354,41.13578950154014,41.473026275634766,101672400
2018-01-16 00:00:00-05:00,41.66273418158303,42.011681370568965,41.250557757664666,41.26226806640625,118263600
2018-01-17 00:00:00-05:00,41.252898636063065,41.97889490055717,40.99997454785581,41.94376754760742,137547200
2018-01-18 00:00:00-05:00,42.00698530300974,42.17794790326898,41.74469161004063,41.981224060058594,124773600
2018-01-19 00:00:00-05:00,41.82902308349247,42.0561895540885,41.54799346658068,41.79389572143555,129700400
2018-01-22 00:00:00-05:00,41.52221597276173,41.63462706087131,41.35828239145941,41.45195770263672,108434400
2018-01-23 00:00:00-05:00,41.52220731072736,42.02337762529229,41.40979624606809,41.4613151550293,130756400
2018-01-24 00:00:00-05:00,41.510508202321624,41.52221851030546,40.5620304313799,40.800907135009766,204420400
2018-01-25 00:00:00-05:00,40.86882172505862,40.9718667190559,39.93673908810159,40.07257080078125,166116000
2018-01-26 00:00:00-05:00,40.28099215316903,40.28099215316903,39.8266594606143,40.166236877441406,156572000
2018-01-29 00:00:00-05:00,39.850083072126374,39.850083072126374,39.126431167404846,39.334861755371094,202561600
2018-01-30 00:00:00-05:00,38.76577147943991,39.196683568388686,38.571391841021125,39.10300827026367,184192800
2018-01-31 00:00:00-05:00,39.07959227348799,39.44727518768578,38.99294243381661,39.21073913574219,129915600
2018-02-01 00:00:00-05:00,39.14984837452473,39.48942581837823,39.05382886516062,39.29270553588867,188923200
2018-02-02 00:00:00-05:00,38.87585054676852,39.063204758076324,37.49411993865664,37.58779525756836,346375200
2018-02-05 00:00:00-05:00,37.259914717858635,38.37935117314193,36.53391874921812,36.64867401123047,290954000
2018-02-06 00:00:00-05:00,36.259921731587134,38.341886972498564,36.065542082454556,38.180294036865234,272975200
2018-02-07 00:00:00-05:00,38.19435027749091,38.266949183640655,37.252901556247814,37.36296844482422,206434400
2018-02-08 00:00:00-05:00,37.538619467044434,37.70489729452759,36.30677131393867,36.33487319946289,217562000
2018-02-09 00:00:00-05:00,36.934494560946916,37.127312992655,35.328442140260165,36.779296875,282690400
2018-02-12 00:00:00-05:00,37.27075387708362,38.53819451209446,37.037957340347475,38.26072311401367,243278000
2018-02-13 00:00:00-05:00,38.0820081550772,38.74041964665234,38.01146342597023,38.64400863647461,130196800
2018-02-14 00:00:00-05:00,38.33830944638612,39.39646940475881,38.300688708120006,39.35649490356445,162579600
2018-02-15 00:00:00-05:00,39.925552067246045,40.701536806482075,39.73978777414594,40.67802429199219,204588800
2018-02-16 00:00:00-05:00,40.52987872716522,41.10834109330576,40.39114305798733,40.54633712768555,160704400
2018-02-20 00:00:00-05:00,40.4569941418144,40.976666386892234,40.308850559128196,40.40996551513672,135722000
2018-02-21 00:00:00-05:00,40.640407990824755,40.94374568045291,40.212439238762585,40.2265510559082,149886400
2018-02-22 00:00:00-05:00,40.39820320572218,40.90376716834371,40.377040864154694,40.56280517578125,123967600
2018-02-23 00:00:00-05:00,40.83792303213014,41.30351244871162,40.807352815892024,41.26824188232422,135249600
2018-02-26 00:00:00-05:00,41.46811113859858,42.18295534096255,41.4351907527276,42.08419418334961,152648800
2018-02-27 00:00:00-05:00,42.11477831809199,42.43927834665941,41.89373983071523,41.94782257080078,155712400
2018-02-28 00:00:00-05:00,42.15238633749347,42.472185918568314,41.867860906039354,41.88431930541992,151128400
2018-03-01 00:00:00-05:00,41.98309066020018,42.27467386282315,40.600430490213576,41.150672912597656,195208000
2018-03-02 00:00:00-05:00,40.63334492430652,41.4563582618264,40.55104215533317,41.43519592285156,153816000
2018-03-05 00:00:00-05:00,41.20005366482767,41.79497451115357,41.03780187254719,41.57863998413086,113605600
2018-03-06 00:00:00-05:00,41.83494866712595,41.914897680952514,41.41638784408837,41.543365478515625,95154000
2018-03-07 00:00:00-05:00,41.136556320670735,41.35054063744195,40.979008492690134,41.157718658447266,126814000
2018-03-08 00:00:00-05:00,41.26353775891226,41.64917816458234,41.16713034853489,41.60685348510742,95096400
2018-03-09 00:00:00-05:00,41.846699766789705,42.326397358104835,41.71266445289019,42.321693420410156,128740800
2018-03-12 00:00:00-04:00,42.39458485429398,42.88839421845948,42.37577628115405,42.7308464050293,128828400
2018-03-13 00:00:00-04:00,42.93542665160748,43.14941096767531,42.14768751429382,42.31934356689453,126774000
2018-03-14 00:00:00-04:00,42.401648720566676,42.448677336361385,41.81142828997484,41.959571838378906,117473600
2018-03-15 00:00:00-04:00,41.97368252757985,42.382839043917734,41.87257117709006,42.00895309448242,90975200
2018-03-16 00:00:00-04:00,42.00894928177119,42.119468498773394,41.76674850954591,41.860809326171875,157618800
2018-03-19 00:00:00-04:00,41.696211599289306,41.731482166558,40.835573877396754,41.221214294433594,133787200
2018-03-20 00:00:00-04:00,41.20711135864258,41.57393965755342,41.13656662699339,41.20711135864258,78597600
2018-03-21 00:00:00-04:00,41.16007137335858,41.17182942442222,40.271217251359516,40.2735710144043,148219600
2018-03-22 00:00:00-04:00,39.97492692319023,40.60511816653753,39.64572307786744,39.70450973510742,165963200
2018-03-23 00:00:00-04:00,39.59633499125,39.956108994580546,38.78507995605469,38.78507995605469,164115200
2018-03-26 00:00:00-04:00,39.52110078560363,40.70388819587947,39.137810582430205,40.62628936767578,150164800
2018-03-27 00:00:00-04:00,40.840277246909274,41.185943183911476,39.250686842203656,39.5845947265625,163690400
2018-03-28 00:00:00-04:00,39.32827690592115,39.979634125998444,38.84387538478574,39.147212982177734,166674000
2018-03-29 00:00:00-04:00,39.45996549061165,40.386444023671224,39.24598114149307,39.452911376953125,153594000
2018-04-02 00:00:00-04:00,39.184840096912744,39.7256781438141,38.674572264626626,39.194244384765625,150347200
2018-04-03 00:00:00-04:00,39.41998780548692,39.6810007539685,38.77098428485459,39.59634780883789,121112000
2018-04-04 00:00:00-04:00,38.770994379662774,40.44758814151123,38.745128095581016,40.35353088378906,138422000
2018-04-05 00:00:00-04:00,40.58161019172307,40.96960073764623,40.46403686410354,40.63334274291992,107732800
2018-04-06 00:00:00-04:00,40.203026977373334,40.55809716197049,39.55166968838654,39.593997955322266,140021200
2018-04-09 00:00:00-04:00,39.94671983021981,40.70153867662767,39.93966571674338,39.9866943359375,116070800
2018-04-10 00:00:00-04:00,40.68036815648815,40.915514793230855,40.33470231343214,40.73915481567383,113634400
2018-04-11 00:00:00-04:00,40.49931603844929,40.89671454438979,40.37468857171758,40.54869842529297,89726400
