Date,Open,High,Low,Close,Volume
2018-01-02 00:00:00-05:00,237.08595577646562,237.94457909508534,236.69647548677364,237.90916442871094,86655700
2018-01-03 00:00:00-05:00,238.07732904047535,239.56444774700554,238.07732904047535,239.41395568847656,90070400
2018-01-04 00:00:00-05:00,240.0601204489029,240.90988318475425,239.47590012629558,240.4230194091797,80636400
2018-01-05 00:00:00-05:00,241.21973849812952,242.14916410368429,240.72404124003702,242.02525329589844,83524000
2018-01-08 00:00:00-05:00,241.92783169705507,242.62712940296544,241.63573504259494,242.46780395507812,57319200
2018-01-09 00:00:00-05:00,242.89266376482675,243.64506992842587,242.60940052454742,243.0166015625,57254000
2018-01-10 00:00:00-05:00,242.2553409553702,242.91039059135448,241.5826245099532,242.6448211669922,69574300
2018-01-11 00:00:00-05:00,243.20254842283845,244.4152374267578,243.0343625158082,244.4152374267578,62361500
2018-01-12 00:00:00-05:00,244.6807483069395,246.17667325756935,244.37976421968455,246.00851440429688,90816100
2018-01-16 00:00:00-05:00,247.27429843931566,247.9293210348377,244.46827435032472,245.16757202148438,106555100
2018-01-17 00:00:00-05:00,246.1059781069101,247.89402750502398,245.16769181732258,247.50454711914062,113258800
2018-01-18 00:00:00-05:00,247.3894734118447,247.81434141937402,246.59279187076797,247.08851623535156,100728000
2018-01-19 00:00:00-05:00,247.67262844105903,248.2126007080078,247.08843512248205,248.2126007080078,140920100
2018-01-22 00:00:00-05:00,248.0001368472511,250.23077392578125,247.94700135668535,250.23077392578125,91322400
2018-01-23 00:00:00-05:00,250.27505332859485,251.0540137748789,249.9475420076506,250.7619171142578,97084700
2018-01-24 00:00:00-05:00,251.40806601021643,252.0100071499168,249.47838583369824,250.66452026367188,134816100
2018-01-25 00:00:00-05:00,251.53204919055636,251.62940575201094,249.97412809948878,250.77078247070312,84587300
2018-01-26 00:00:00-05:00,251.61169693151265,253.71842364134463,251.35498790033435,253.6741485595703,107743100
2018-01-29 00:00:00-05:00,253.09882735836788,253.54141616304315,251.83302986023102,251.9923553466797,90118300
2018-01-30 00:00:00-05:00,250.1511538518175,252.0454195559837,248.92960464339234,249.40760803222656,131796400
2018-01-31 00:00:00-05:00,250.26619117843128,250.77072171609996,248.4515614805199,249.53147888183594,108364800
2018-02-01 00:00:00-05:00,248.79679266335748,250.55828686352945,248.45156054646696,249.2482147216797,90102500
2018-02-02 00:00:00-05:00,247.92052355711448,248.05332180427212,243.78675940545853,243.82217407226562,173174800
2018-02-05 00:00:00-05:00,242.05181616190578,244.1762369170298,233.07610267865175,233.62490844726562,294681800
2018-02-06 00:00:00-05:00,230.0930307162684,238.73237135526546,228.99541931207435,238.22781372070312,355026800
2018-02-07 00:00:00-05:00,237.67020192997137,241.08697473426406,236.85582659608713,236.93551635742188,167376100
2018-02-08 00:00:00-05:00,237.23642538580214,237.37805702441392,228.0128641455726,228.04827880859375,246449500
2018-02-09 00:00:00-05:00,230.85428765675775,233.34163434030648,223.879097946087,231.4739227294922,283565300
2018-02-12 00:00:00-05:00,233.53634404847907,236.35122874075833,231.61552419752266,234.8729705810547,143736000
2018-02-13 00:00:00-05:00,233.66027483124552,236.00598949310194,233.07605451694866,235.45718383789062,81223600
2018-02-14 00:00:00-05:00,233.96119863528446,238.99785938866358,233.95233821840537,238.6349334716797,120735700
2018-02-15 00:00:00-05:00,240.38764119152106,241.68885309439366,237.90912817899294,241.67999267578125,111200300
2018-02-16 00:00:00-05:00,241.0515379559752,243.7070703972877,241.00726287386956,241.7508087158203,160420100
2018-02-20 00:00:00-05:00,240.79478762121042,242.24649140659542,239.440467388976,240.23712158203125,86369700
2018-02-21 00:00:00-05:00,240.6797590858948,243.17596614234594,238.94481873353052,239.04217529296875,98883700
2018-02-22 00:00:00-05:00,239.97164009757057,241.69772011838631,238.67928843355122,239.3520050048828,110511300
2018-02-23 00:00:00-05:00,240.58245626039232,243.1671600341797,240.104452735412,243.1671600341797,92766400
2018-02-26 00:00:00-05:00,244.24710441132015,246.08828936694525,243.6540504115579,245.99090576171875,86491400
2018-02-27 00:00:00-05:00,246.17669714666917,246.8937157612147,242.85728158115816,242.91925048828125,99099200
2018-02-28 00:00:00-05:00,244.02572986667963,244.4771790418185,240.139814638526,240.45846557617188,121907800
2018-03-01 00:00:00-05:00,240.24605268316944,241.80397388419357,235.4572386848418,236.96205139160156,176855100
2018-03-02 00:00:00-05:00,235.28018194939543,238.7500898308051,234.4127252391493,238.18356323242188,139083200
2018-03-05 00:00:00-05:00,236.98851833813964,241.55603625664867,236.88227437527232,240.9364013671875,97307400
2018-03-06 00:00:00-05:00,241.91897006990544,241.9986598069212,240.04239832380006,241.54721069335938,79213200
